"country","year","iso_code","population","gdp","co2","co2_per_capita","co2_per_gdp","co2_per_unit_energy","coal_co2","coal_co2_per_capita","consumption_co2","consumption_co2_per_capita","cumulative_co2","energy_per_capita","energy_per_gdp","oil_co2","oil_co2_per_capita","ghg_per_capita","share_global_co2","share_global_coal_co2","temperature_change_from_co2","trade_co2","co2_including_luc","co2_including_luc_per_capita","gdp_per_capita"
"Europe (GCP)",1943,NA,NA,NA,2003.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1944,NA,NA,NA,1889.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1945,NA,NA,NA,1233.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1946,NA,NA,NA,1657.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1947,NA,NA,NA,1907.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1948,NA,NA,NA,2056.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1949,NA,NA,NA,2242.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1950,NA,NA,NA,2383.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1951,NA,NA,NA,2630.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1952,NA,NA,NA,2714.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1953,NA,NA,NA,2791.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1954,NA,NA,NA,2970.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1955,NA,NA,NA,3233.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1956,NA,NA,NA,3445.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1957,NA,NA,NA,3593.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1958,NA,NA,NA,3632.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1959,NA,NA,NA,3713.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1960,NA,NA,NA,3964.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1961,NA,NA,NA,4109.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1962,NA,NA,NA,4336.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1963,NA,NA,NA,4609.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1964,NA,NA,NA,4839.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1965,NA,NA,NA,4981.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1966,NA,NA,NA,5152.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1967,NA,NA,NA,5266.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1968,NA,NA,NA,5512.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1969,NA,NA,NA,5812.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1970,NA,NA,NA,6094.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1971,NA,NA,NA,6322.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1972,NA,NA,NA,6551.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1973,NA,NA,NA,6844.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1974,NA,NA,NA,6862.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1975,NA,NA,NA,6902.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1976,NA,NA,NA,7277.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1977,NA,NA,NA,7333.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1978,NA,NA,NA,7565.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1979,NA,NA,NA,7745.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1980,NA,NA,NA,7749.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1981,NA,NA,NA,7467.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1982,NA,NA,NA,7408.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1983,NA,NA,NA,7414.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1984,NA,NA,NA,7465.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1985,NA,NA,NA,7789.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1986,NA,NA,NA,7802.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1987,NA,NA,NA,7824.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1988,NA,NA,NA,7863.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1989,NA,NA,NA,7829.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1990,NA,NA,NA,8033.274,NA,NA,NA,NA,NA,7922.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1991,NA,NA,NA,7736.558,NA,NA,NA,NA,NA,7788.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1992,NA,NA,NA,7095.027,NA,NA,NA,NA,NA,6800.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1993,NA,NA,NA,6806.847,NA,NA,NA,NA,NA,6694.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1994,NA,NA,NA,6447.159,NA,NA,NA,NA,NA,6509.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1995,NA,NA,NA,6426.196,NA,NA,NA,NA,NA,6515.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1996,NA,NA,NA,6473.222,NA,NA,NA,NA,NA,6693.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1997,NA,NA,NA,6268.281,NA,NA,NA,NA,NA,6508.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1998,NA,NA,NA,6242.856,NA,NA,NA,NA,NA,6488.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",1999,NA,NA,NA,6159.448,NA,NA,NA,NA,NA,6370.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",2000,NA,NA,NA,6158.767,NA,NA,NA,NA,NA,6410.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",2001,NA,NA,NA,6286.35,NA,NA,NA,NA,NA,6569.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",2002,NA,NA,NA,6254.075,NA,NA,NA,NA,NA,6557.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",2003,NA,NA,NA,6398.656,NA,NA,NA,NA,NA,6780.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",2004,NA,NA,NA,6431.064,NA,NA,NA,NA,NA,6881.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",2005,NA,NA,NA,6421.119,NA,NA,NA,NA,NA,7001.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",2006,NA,NA,NA,6520.084,NA,NA,NA,NA,NA,7193.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",2007,NA,NA,NA,6476.66,NA,NA,NA,NA,NA,7297.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",2008,NA,NA,NA,6402.666,NA,NA,NA,NA,NA,7269.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",2009,NA,NA,NA,5889.053,NA,NA,NA,NA,NA,6624.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",2010,NA,NA,NA,6118.725,NA,NA,NA,NA,NA,6908.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",2011,NA,NA,NA,6044.581,NA,NA,NA,NA,NA,6788.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",2012,NA,NA,NA,5994.341,NA,NA,NA,NA,NA,6651.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",2013,NA,NA,NA,5835.885,NA,NA,NA,NA,NA,6455.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",2014,NA,NA,NA,5604.73,NA,NA,NA,NA,NA,6220.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",2015,NA,NA,NA,5605.937,NA,NA,NA,NA,NA,6054.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",2016,NA,NA,NA,5598.923,NA,NA,NA,NA,NA,6111.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",2017,NA,NA,NA,5630.619,NA,NA,NA,NA,NA,6126.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",2018,NA,NA,NA,5603.844,NA,NA,NA,NA,NA,6135.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",2019,NA,NA,NA,5426.624,NA,NA,NA,NA,NA,5964.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",2020,NA,NA,NA,5010.947,NA,NA,NA,NA,NA,5532.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (GCP)",2021,NA,NA,NA,5306.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1750,NA,NA,NA,9.351,0.232,NA,NA,9.351,0.232,NA,NA,9.351,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1751,NA,NA,NA,9.351,NA,NA,NA,9.351,NA,NA,NA,18.701,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1752,NA,NA,NA,9.354,NA,NA,NA,9.354,NA,NA,NA,28.055,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1753,NA,NA,NA,9.354,NA,NA,NA,9.354,NA,NA,NA,37.409,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1754,NA,NA,NA,9.358,NA,NA,NA,9.358,NA,NA,NA,46.767,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1755,NA,NA,NA,9.362,NA,NA,NA,9.362,NA,NA,NA,56.129,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1756,NA,NA,NA,10.006,NA,NA,NA,10.006,NA,NA,NA,66.135,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1757,NA,NA,NA,10.01,NA,NA,NA,10.01,NA,NA,NA,76.145,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1758,NA,NA,NA,10.014,NA,NA,NA,10.014,NA,NA,NA,86.159,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1759,NA,NA,NA,10.017,NA,NA,NA,10.017,NA,NA,NA,96.176,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1760,NA,NA,NA,10.017,0.233,NA,NA,10.017,0.233,NA,NA,106.194,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1761,NA,NA,NA,10.974,NA,NA,NA,10.974,NA,NA,NA,117.167,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1762,NA,NA,NA,10.977,NA,NA,NA,10.977,NA,NA,NA,128.145,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1763,NA,NA,NA,10.981,NA,NA,NA,10.981,NA,NA,NA,139.126,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1764,NA,NA,NA,10.985,NA,NA,NA,10.985,NA,NA,NA,150.11,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1765,NA,NA,NA,10.988,NA,NA,NA,10.988,NA,NA,NA,161.099,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1766,NA,NA,NA,12.26,NA,NA,NA,12.26,NA,NA,NA,173.358,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1767,NA,NA,NA,12.263,NA,NA,NA,12.263,NA,NA,NA,185.622,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1768,NA,NA,NA,12.267,NA,NA,NA,12.267,NA,NA,NA,197.889,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1769,NA,NA,NA,12.271,NA,NA,NA,12.271,NA,NA,NA,210.16,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1770,NA,NA,NA,12.274,0.269,NA,NA,12.274,0.269,NA,NA,222.434,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1771,NA,NA,NA,13.612,NA,NA,NA,13.612,NA,NA,NA,236.046,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1772,NA,NA,NA,13.615,NA,NA,NA,13.615,NA,NA,NA,249.661,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1773,NA,NA,NA,13.619,NA,NA,NA,13.619,NA,NA,NA,263.28,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1774,NA,NA,NA,13.623,NA,NA,NA,13.623,NA,NA,NA,276.903,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1775,NA,NA,NA,13.626,NA,NA,NA,13.626,NA,NA,NA,290.53,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1776,NA,NA,NA,15.037,NA,NA,NA,15.037,NA,NA,NA,305.567,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1777,NA,NA,NA,15.041,NA,NA,NA,15.041,NA,NA,NA,320.607,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1778,NA,NA,NA,15.044,NA,NA,NA,15.044,NA,NA,NA,335.652,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1779,NA,NA,NA,15.048,NA,NA,NA,15.048,NA,NA,NA,350.7,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1780,NA,NA,NA,15.055,0.311,NA,NA,15.055,0.311,NA,NA,365.755,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1781,NA,NA,NA,16.843,NA,NA,NA,16.843,NA,NA,NA,382.599,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1782,NA,NA,NA,16.847,NA,NA,NA,16.847,NA,NA,NA,399.446,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1783,NA,NA,NA,16.854,NA,NA,NA,16.854,NA,NA,NA,416.3,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1784,NA,NA,NA,16.858,NA,NA,NA,16.858,NA,NA,NA,433.158,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1785,NA,NA,NA,16.865,NA,NA,NA,16.865,NA,NA,NA,450.023,NA,NA,0,NA,NA,99.978,99.978,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1786,NA,NA,NA,19.148,NA,NA,NA,19.148,NA,NA,NA,469.172,NA,NA,0,NA,NA,99.981,99.981,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1787,NA,NA,NA,19.155,NA,NA,NA,19.155,NA,NA,NA,488.327,NA,NA,0,NA,NA,99.981,99.981,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1788,NA,NA,NA,19.159,NA,NA,NA,19.159,NA,NA,NA,507.486,NA,NA,0,NA,NA,99.981,99.981,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1789,NA,NA,NA,19.166,NA,NA,NA,19.166,NA,NA,NA,526.652,NA,NA,0,NA,NA,99.981,99.981,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1790,NA,NA,NA,19.174,0.374,NA,NA,19.174,0.374,NA,NA,545.826,NA,NA,0,0,NA,99.981,99.981,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1791,NA,NA,NA,21.416,NA,NA,NA,21.416,NA,NA,NA,567.242,NA,NA,0,NA,NA,99.983,99.983,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1792,NA,NA,NA,21.423,NA,NA,NA,21.423,NA,NA,NA,588.666,NA,NA,0,NA,NA,97.841,97.841,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1793,NA,NA,NA,21.431,NA,NA,NA,21.431,NA,NA,NA,610.096,NA,NA,0,NA,NA,97.793,97.793,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1794,NA,NA,NA,21.434,NA,NA,NA,21.434,NA,NA,NA,631.531,NA,NA,0,NA,NA,97.957,97.957,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1795,NA,NA,NA,21.442,NA,NA,NA,21.442,NA,NA,NA,652.972,NA,NA,0,NA,NA,97.941,97.941,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1796,NA,NA,NA,22.413,NA,NA,NA,22.413,NA,NA,NA,675.385,NA,NA,0,NA,NA,97.653,97.653,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1797,NA,NA,NA,23.541,NA,NA,NA,23.541,NA,NA,NA,698.926,NA,NA,0,NA,NA,97.704,97.704,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1798,NA,NA,NA,24.516,NA,NA,NA,24.516,NA,NA,NA,723.442,NA,NA,0,NA,NA,97.693,97.693,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1799,NA,NA,NA,25.798,NA,NA,NA,25.798,NA,NA,NA,749.24,NA,NA,0,NA,NA,97.615,97.615,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1800,NA,NA,NA,26.634,0.42,NA,NA,26.634,0.42,NA,NA,775.874,NA,NA,0,0,NA,94.809,94.809,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1801,NA,NA,NA,26.711,0.423,NA,NA,26.711,0.423,NA,NA,802.585,NA,NA,0,0,NA,95.531,95.531,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1802,NA,NA,NA,26.85,0.425,NA,NA,26.85,0.425,NA,NA,829.434,NA,NA,0,0,NA,72.995,72.995,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1803,NA,NA,NA,30.191,0.477,NA,NA,30.191,0.477,NA,NA,859.626,NA,NA,0,0,NA,95.881,95.881,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1804,NA,NA,NA,30.331,0.478,NA,NA,30.331,0.478,NA,NA,889.956,NA,NA,0,0,NA,88.402,88.402,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1805,NA,NA,NA,31.463,0.495,NA,NA,31.463,0.495,NA,NA,921.419,NA,NA,0,0,NA,94.145,94.145,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1806,NA,NA,NA,33.251,0.522,NA,NA,33.251,0.522,NA,NA,954.67,NA,NA,0,0,NA,94.877,94.877,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1807,NA,NA,NA,33.258,0.521,NA,NA,33.258,0.521,NA,NA,987.928,NA,NA,0,0,NA,90.193,90.193,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1808,NA,NA,NA,33.269,0.52,NA,NA,33.269,0.52,NA,NA,1021.197,NA,NA,0,0,NA,94.88,94.88,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1809,NA,NA,NA,33.28,0.519,NA,NA,33.28,0.519,NA,NA,1054.477,NA,NA,0,0,NA,94.842,94.842,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1810,NA,NA,NA,33.291,0.515,NA,NA,33.291,0.515,NA,NA,1087.768,NA,NA,0,0,NA,89.061,89.061,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1811,NA,NA,NA,35.563,0.545,NA,NA,35.563,0.545,NA,NA,1123.331,NA,NA,0,0,NA,89.845,89.845,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1812,NA,NA,NA,36.937,0.561,NA,NA,36.937,0.561,NA,NA,1160.268,NA,NA,0,0,NA,90.073,90.073,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1813,NA,NA,NA,37.376,0.56,NA,NA,37.376,0.56,NA,NA,1197.644,NA,NA,0,0,NA,90.676,90.676,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1814,NA,NA,NA,38.087,0.563,NA,NA,38.087,0.563,NA,NA,1235.732,NA,NA,0,0,NA,90.407,90.407,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1815,NA,NA,NA,38.923,0.567,NA,NA,38.923,0.567,NA,NA,1274.654,NA,NA,0,0,NA,89.502,89.502,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1816,NA,NA,NA,41.436,0.594,NA,NA,41.436,0.594,NA,NA,1316.09,NA,NA,0,0,NA,86.932,86.932,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1817,NA,NA,NA,41.923,0.592,NA,NA,41.923,0.592,NA,NA,1358.014,NA,NA,0,0,NA,84.812,84.812,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1818,NA,NA,NA,42.022,0.583,NA,NA,42.022,0.583,NA,NA,1400.036,NA,NA,0,0,NA,84.648,84.648,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1819,NA,NA,NA,42.338,0.579,NA,NA,42.338,0.579,NA,NA,1442.374,NA,NA,0,0,NA,84.764,84.764,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1820,NA,NA,NA,42.528,0.571,0.594,NA,42.528,0.571,NA,NA,1484.902,NA,NA,0,0,NA,83.902,83.902,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1821,NA,NA,NA,42.872,0.571,0.601,NA,42.872,0.571,NA,NA,1527.774,NA,NA,0,0,NA,83.352,83.352,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1822,NA,NA,NA,44.521,0.587,0.615,NA,44.521,0.587,NA,NA,1572.296,NA,NA,0,0,NA,83.272,83.272,NA,NA,NA,NA,NA
"Europe (excl. EU-27)",1823,NA,NA,NA,46.874,0.613,0.631,NA,46.874,0.613,NA,NA,1619.169,NA,NA,0,0,NA,82.888,82.888,NA,NA,NA,NA,NA
