"","country","year","iso_code","population","gdp","co2","co2_per_capita","co2_per_gdp","co2_per_unit_energy","coal_co2","coal_co2_per_capita","consumption_co2","consumption_co2_per_capita","cumulative_co2","energy_per_capita","energy_per_gdp","oil_co2","oil_co2_per_capita","ghg_per_capita","share_global_co2","share_global_coal_co2","temperature_change_from_co2","trade_co2","co2_including_luc","co2_including_luc_per_capita","gdp_per_capita"
"16","High-income countries",1765,NA,NA,NA,10.988,NA,NA,NA,10.988,NA,NA,NA,161.099,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"17","High-income countries",1766,NA,NA,NA,12.26,NA,NA,NA,12.26,NA,NA,NA,173.358,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"18","High-income countries",1767,NA,NA,NA,12.263,NA,NA,NA,12.263,NA,NA,NA,185.622,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"19","High-income countries",1768,NA,NA,NA,12.267,NA,NA,NA,12.267,NA,NA,NA,197.889,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"20","High-income countries",1769,NA,NA,NA,12.271,NA,NA,NA,12.271,NA,NA,NA,210.16,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"21","High-income countries",1770,NA,170998378,NA,12.274,0.07,NA,NA,12.274,0.07,NA,NA,222.434,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"22","High-income countries",1771,NA,NA,NA,13.612,NA,NA,NA,13.612,NA,NA,NA,236.046,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"23","High-income countries",1772,NA,NA,NA,13.615,NA,NA,NA,13.615,NA,NA,NA,249.661,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"24","High-income countries",1773,NA,NA,NA,13.619,NA,NA,NA,13.619,NA,NA,NA,263.28,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"25","High-income countries",1774,NA,NA,NA,13.623,NA,NA,NA,13.623,NA,NA,NA,276.903,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"26","High-income countries",1775,NA,NA,NA,13.626,NA,NA,NA,13.626,NA,NA,NA,290.53,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"27","High-income countries",1776,NA,NA,NA,15.037,NA,NA,NA,15.037,NA,NA,NA,305.567,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"28","High-income countries",1777,NA,NA,NA,15.041,NA,NA,NA,15.041,NA,NA,NA,320.607,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"29","High-income countries",1778,NA,NA,NA,15.044,NA,NA,NA,15.044,NA,NA,NA,335.652,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"30","High-income countries",1779,NA,NA,NA,15.048,NA,NA,NA,15.048,NA,NA,NA,350.7,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"31","High-income countries",1780,NA,177026625,NA,15.055,0.083,NA,NA,15.055,0.083,NA,NA,365.755,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"32","High-income countries",1781,NA,NA,NA,16.843,NA,NA,NA,16.843,NA,NA,NA,382.599,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"33","High-income countries",1782,NA,NA,NA,16.847,NA,NA,NA,16.847,NA,NA,NA,399.446,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"34","High-income countries",1783,NA,NA,NA,16.854,NA,NA,NA,16.854,NA,NA,NA,416.3,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"35","High-income countries",1784,NA,NA,NA,16.858,NA,NA,NA,16.858,NA,NA,NA,433.158,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"36","High-income countries",1785,NA,NA,NA,16.869,NA,NA,NA,16.869,NA,NA,NA,450.027,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"37","High-income countries",1786,NA,NA,NA,19.152,NA,NA,NA,19.152,NA,NA,NA,469.179,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"38","High-income countries",1787,NA,NA,NA,19.159,NA,NA,NA,19.159,NA,NA,NA,488.338,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"39","High-income countries",1788,NA,NA,NA,19.163,NA,NA,NA,19.163,NA,NA,NA,507.501,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"40","High-income countries",1789,NA,NA,NA,19.17,NA,NA,NA,19.17,NA,NA,NA,526.671,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"41","High-income countries",1790,NA,183580486,NA,19.177,0.102,NA,NA,19.177,0.102,NA,NA,545.848,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"42","High-income countries",1791,NA,NA,NA,21.42,NA,NA,NA,21.42,NA,NA,NA,567.268,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"43","High-income countries",1792,NA,NA,NA,21.896,NA,NA,NA,21.896,NA,NA,NA,589.164,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"44","High-income countries",1793,NA,NA,NA,21.914,NA,NA,NA,21.914,NA,NA,NA,611.078,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"45","High-income countries",1794,NA,NA,NA,21.881,NA,NA,NA,21.881,NA,NA,NA,632.96,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"46","High-income countries",1795,NA,NA,NA,21.892,NA,NA,NA,21.892,NA,NA,NA,654.852,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"47","High-income countries",1796,NA,NA,NA,22.951,NA,NA,NA,22.951,NA,NA,NA,677.803,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"48","High-income countries",1797,NA,NA,NA,24.094,NA,NA,NA,24.094,NA,NA,NA,701.898,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"49","High-income countries",1798,NA,NA,NA,25.095,NA,NA,NA,25.095,NA,NA,NA,726.993,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"50","High-income countries",1799,NA,NA,NA,26.428,NA,NA,NA,26.428,NA,NA,NA,753.421,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,NA
"51","High-income countries",1800,NA,188039084,NA,28.092,0.145,NA,NA,28.092,0.145,NA,NA,781.513,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"52","High-income countries",1801,NA,188773146,NA,27.96,0.144,NA,NA,27.96,0.144,NA,NA,809.473,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"53","High-income countries",1802,NA,189937959,NA,36.783,0.188,NA,NA,36.783,0.188,NA,NA,846.256,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"54","High-income countries",1803,NA,191116374,NA,31.488,0.16,NA,NA,31.488,0.16,NA,NA,877.744,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"55","High-income countries",1804,NA,192308584,NA,34.31,0.173,NA,NA,34.31,0.173,NA,NA,912.054,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"56","High-income countries",1805,NA,193514769,NA,33.419,0.168,NA,NA,33.419,0.168,NA,NA,945.473,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"57","High-income countries",1806,NA,194735133,NA,35.046,0.175,NA,NA,35.046,0.175,NA,NA,980.519,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"58","High-income countries",1807,NA,195969873,NA,36.874,0.183,NA,NA,36.874,0.183,NA,NA,1017.394,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"59","High-income countries",1808,NA,197219186,NA,35.064,0.173,NA,NA,35.064,0.173,NA,NA,1052.458,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"60","High-income countries",1809,NA,198483278,NA,35.09,0.172,NA,NA,35.09,0.172,NA,NA,1087.548,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"61","High-income countries",1810,NA,200499150,NA,37.38,0.181,NA,NA,37.38,0.181,NA,NA,1124.929,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"62","High-income countries",1811,NA,201991762,NA,39.582,0.19,NA,NA,39.582,0.19,NA,NA,1164.511,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"63","High-income countries",1812,NA,203947641,NA,41.007,0.195,NA,NA,41.007,0.195,NA,NA,1205.518,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"64","High-income countries",1813,NA,206106539,NA,41.22,0.194,NA,NA,41.22,0.194,NA,NA,1246.738,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"65","High-income countries",1814,NA,208333145,NA,42.129,0.196,NA,NA,42.129,0.196,NA,NA,1288.867,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"66","High-income countries",1815,NA,210630670,NA,43.488,0.201,NA,NA,43.488,0.201,NA,NA,1332.355,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"67","High-income countries",1816,NA,213002503,NA,47.665,0.217,NA,NA,47.665,0.217,NA,NA,1380.02,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"68","High-income countries",1817,NA,215452208,NA,49.431,0.223,NA,NA,49.431,0.223,NA,NA,1429.451,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"69","High-income countries",1818,NA,217983547,NA,49.644,0.221,NA,NA,49.644,0.221,NA,NA,1479.094,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"70","High-income countries",1819,NA,220404292,NA,49.948,0.22,NA,NA,49.948,0.22,NA,NA,1529.042,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"71","High-income countries",1820,NA,223130766,NA,50.688,0.221,0.135,NA,50.688,0.221,NA,NA,1579.73,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"72","High-income countries",1821,NA,224870450,NA,51.435,0.222,0.22,NA,51.435,0.222,NA,NA,1631.165,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"73","High-income countries",1822,NA,226902411,NA,53.465,0.229,0.227,NA,53.465,0.229,NA,NA,1684.63,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"74","High-income countries",1823,NA,228756763,NA,56.55,0.24,0.234,NA,56.55,0.24,NA,NA,1741.18,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"75","High-income countries",1824,NA,230646108,NA,58.525,0.247,0.233,NA,58.525,0.247,NA,NA,1799.705,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"76","High-income countries",1825,NA,232564583,NA,60.756,0.254,0.222,NA,60.756,0.254,NA,NA,1860.462,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"77","High-income countries",1826,NA,234557272,NA,61.42,0.255,0.242,NA,61.42,0.255,NA,NA,1921.882,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"78","High-income countries",1827,NA,236577222,NA,65.915,0.271,0.255,NA,65.915,0.271,NA,NA,1987.797,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"79","High-income countries",1828,NA,238624952,NA,66.637,0.271,0.256,NA,66.637,0.271,NA,NA,2054.434,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"80","High-income countries",1829,NA,240654111,NA,66.395,0.268,0.252,NA,66.395,0.268,NA,NA,2120.829,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"81","High-income countries",1830,NA,243052648,NA,89.105,0.356,0.318,NA,89.105,0.356,NA,NA,2209.935,NA,NA,0,0,NA,99.98,99.98,NA,NA,NA,NA,NA
"82","High-income countries",1831,NA,244614628,NA,84.507,0.336,0.303,NA,84.507,0.336,NA,NA,2294.442,NA,NA,0,0,NA,99.975,99.975,NA,NA,NA,NA,NA
"83","High-income countries",1832,NA,246544095,NA,85.097,0.336,0.292,NA,85.097,0.336,NA,NA,2379.539,NA,NA,0,0,NA,99.983,99.983,NA,NA,NA,NA,NA
"84","High-income countries",1833,NA,248461436,NA,86.79,0.34,0.291,NA,86.79,0.34,NA,NA,2466.328,NA,NA,0,0,NA,99.979,99.979,NA,NA,NA,NA,NA
"85","High-income countries",1834,NA,250393831,NA,88.486,0.344,0.293,NA,88.486,0.344,NA,NA,2554.814,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"86","High-income countries",1835,NA,252379780,NA,90.446,0.348,0.265,NA,90.446,0.348,NA,NA,2645.26,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"87","High-income countries",1836,NA,254330023,NA,104.776,0.401,0.329,NA,104.776,0.401,NA,NA,2750.035,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"88","High-income countries",1837,NA,256341954,NA,104.691,0.397,0.328,NA,104.691,0.397,NA,NA,2854.727,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"89","High-income countries",1838,NA,258381100,NA,108.044,0.407,0.328,NA,108.044,0.407,NA,NA,2962.771,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"90","High-income countries",1839,NA,260366521,NA,111.613,0.417,0.339,NA,111.613,0.417,NA,NA,3074.384,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"91","High-income countries",1840,NA,262704057,NA,118.93,0.44,0.337,NA,118.93,0.44,NA,NA,3193.313,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"92","High-income countries",1841,NA,264112632,NA,122.619,0.451,0.358,NA,122.619,0.451,NA,NA,3315.933,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"93","High-income countries",1842,NA,265887931,NA,129.504,0.473,0.379,NA,129.504,0.473,NA,NA,3445.437,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"94","High-income countries",1843,NA,267683093,NA,132.853,0.482,0.379,NA,132.853,0.482,NA,NA,3578.29,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"95","High-income countries",1844,NA,269358919,NA,141.423,0.51,0.382,NA,141.423,0.51,NA,NA,3719.713,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"96","High-income countries",1845,NA,271144099,NA,155.211,0.556,0.386,NA,155.211,0.556,NA,NA,3874.924,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"97","High-income countries",1846,NA,272963355,NA,157.794,0.562,0.361,NA,157.794,0.562,NA,NA,4032.718,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"98","High-income countries",1847,NA,274817414,NA,172.402,0.61,0.431,NA,172.402,0.61,NA,NA,4205.12,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"99","High-income countries",1848,NA,276707046,NA,173.816,0.611,0.43,NA,173.816,0.611,NA,NA,4378.937,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"100","High-income countries",1849,NA,278667301,NA,183.511,0.64,0.448,NA,183.511,0.64,NA,NA,4562.448,NA,NA,0,0,NA,100,100,NA,NA,NA,NA,NA
"101","High-income countries",1850,NA,281334303,NA,196.786,0.68,0.333,NA,196.786,0.68,NA,NA,4759.233,NA,NA,0,0,NA,99.944,99.944,NA,NA,1239.853,4.285,NA
"102","High-income countries",1851,NA,282788564,NA,198.805,0.683,0.379,NA,198.805,0.683,NA,NA,4958.038,NA,NA,0,0,NA,100,100,0.001,NA,1281.26,4.404,NA
"103","High-income countries",1852,NA,284929831,NA,207.551,0.708,0.38,NA,207.551,0.708,NA,NA,5165.589,NA,NA,0,0,NA,100,100,0.001,NA,1318.915,4.499,NA
"104","High-income countries",1853,NA,287157855,NA,217.209,0.735,0.391,NA,217.209,0.735,NA,NA,5382.798,NA,NA,0,0,NA,100,100,0.002,NA,1372.835,4.647,NA
"105","High-income countries",1854,NA,289435347,NA,255.139,0.857,0.448,NA,255.139,0.857,NA,NA,5637.938,NA,NA,0,0,NA,100,100,0.002,NA,1441.212,4.84,NA
"106","High-income countries",1855,NA,291744678,NA,259.831,0.866,0.452,NA,259.794,0.866,NA,NA,5897.769,NA,NA,0.037,0,NA,99.871,99.871,0.003,NA,1493.243,4.975,NA
"107","High-income countries",1856,NA,294106038,NA,277.292,0.917,0.466,NA,277.251,0.916,NA,NA,6175.06,NA,NA,0.04,0,NA,100,100,0.004,NA,1493.043,4.935,NA
"108","High-income countries",1857,NA,296514501,NA,279.889,0.918,0.455,NA,279.838,0.917,NA,NA,6454.949,NA,NA,0.051,0,NA,100,100,0.004,NA,1518.541,4.979,NA
"109","High-income countries",1858,NA,298971511,NA,283.306,0.921,0.452,NA,283.244,0.921,NA,NA,6738.255,NA,NA,0.062,0,NA,99.696,99.696,0.005,NA,1609.051,5.232,NA
"110","High-income countries",1859,NA,301445757,NA,300.176,0.968,0.474,NA,300.121,0.968,NA,NA,7038.432,NA,NA,0.055,0,NA,99.623,99.623,0.006,NA,1653.365,5.332,NA
"111","High-income countries",1860,NA,304660739,NA,329.339,1.051,0.483,NA,329.085,1.05,NA,NA,7367.77,NA,NA,0.254,0.001,NA,99.606,99.612,0.006,NA,1644.165,5.248,NA
"112","High-income countries",1861,NA,306448544,NA,346.4,1.099,0.525,NA,345.479,1.096,NA,NA,7714.17,NA,NA,0.921,0.003,NA,99.616,99.621,0.007,NA,1579.189,5.01,NA
"113","High-income countries",1862,NA,308933322,NA,352.751,1.11,0.524,NA,351.372,1.106,NA,NA,8066.92,NA,NA,1.379,0.004,NA,99.631,99.635,0.008,NA,1580.484,4.974,NA
"114","High-income countries",1863,NA,311442651,NA,376.458,1.175,0.527,NA,375.195,1.171,NA,NA,8443.379,NA,NA,1.263,0.004,NA,99.629,99.636,0.009,NA,1601.956,5.001,NA
"115","High-income countries",1864,NA,313987060,NA,405.626,1.256,0.553,NA,404.557,1.253,NA,NA,8849.005,NA,NA,1.069,0.003,NA,99.64,99.649,0.009,NA,1604.23,4.968,NA
"116","High-income countries",1865,NA,316567239,NA,430.742,1.323,0.583,NA,429.467,1.319,NA,NA,9279.746,NA,NA,1.275,0.004,NA,99.638,99.647,0.01,NA,1605.53,4.932,NA
"117","High-income countries",1866,NA,319183897,NA,442.441,1.348,0.592,NA,440.549,1.342,NA,NA,9722.187,NA,NA,1.891,0.006,NA,99.209,99.219,0.011,NA,1602.097,4.881,NA
"118","High-income countries",1867,NA,321837755,NA,474.512,1.434,0.631,NA,472.611,1.428,NA,NA,10196.698,NA,NA,1.9,0.006,NA,99.309,99.324,0.012,NA,1649.483,4.984,NA
"119","High-income countries",1868,NA,324529582,NA,488.017,1.462,0.624,NA,485.864,1.456,NA,NA,10684.715,NA,NA,2.153,0.006,NA,99.443,99.468,0.012,NA,1661.303,4.978,NA
"120","High-income countries",1869,NA,327300484,NA,517.391,1.537,0.644,NA,514.916,1.53,NA,NA,11202.106,NA,NA,2.476,0.007,NA,99.282,99.306,0.013,NA,1667.851,4.956,NA
"121","High-income countries",1870,NA,330903970,NA,528.612,1.554,0.552,NA,525.619,1.545,NA,NA,11730.719,NA,NA,2.993,0.009,NA,99.263,99.285,0.014,NA,2011.945,5.914,NA
"122","High-income countries",1871,NA,333115819,NA,560.859,1.638,0.662,NA,557.703,1.628,NA,NA,12291.577,NA,NA,3.156,0.009,NA,99.067,99.084,0.015,NA,2188.774,6.391,NA
"123","High-income countries",1872,NA,336110780,NA,620.904,1.797,0.707,NA,617.344,1.787,NA,NA,12912.481,NA,NA,3.56,0.01,NA,99.127,99.144,0.016,NA,2332.689,6.751,NA
"124","High-income countries",1873,NA,339214004,NA,660.28,1.893,0.736,NA,654.874,1.878,NA,NA,13572.761,NA,NA,5.405,0.016,NA,99.228,99.261,0.017,NA,2454.797,7.04,NA
"125","High-income countries",1874,NA,342361278,NA,616.792,1.753,0.628,NA,610.944,1.736,NA,NA,14189.553,NA,NA,5.847,0.017,NA,99.004,99.058,0.018,NA,2485.505,7.063,NA
"126","High-income countries",1875,NA,345553373,NA,668.6,1.882,0.702,NA,663.358,1.868,NA,NA,14858.153,NA,NA,5.242,0.015,NA,98.935,99.014,0.019,NA,2585.715,7.28,NA
"127","High-income countries",1876,NA,348791082,NA,676.777,1.888,0.715,NA,671.161,1.872,NA,NA,15534.929,NA,NA,5.615,0.016,NA,98.72,98.843,0.02,NA,2624.009,7.32,NA
"128","High-income countries",1877,NA,352075649,NA,689.976,1.907,0.712,NA,682.384,1.886,NA,NA,16224.905,NA,NA,7.591,0.021,NA,98.695,98.857,0.021,NA,2693.524,7.444,NA
"129","High-income countries",1878,NA,355407933,NA,690.948,1.892,0.699,NA,682.413,1.869,NA,NA,16915.852,NA,NA,8.535,0.023,NA,98.093,98.282,0.022,NA,2754.439,7.542,NA
"130","High-income countries",1879,NA,358786549,NA,741.424,2.011,0.736,NA,730.65,1.982,NA,NA,17657.277,NA,NA,10.774,0.029,NA,98.219,98.443,0.023,NA,2867.423,7.778,NA
"131","High-income countries",1880,NA,363081063,NA,838.03,2.247,0.782,NA,824.843,2.212,NA,NA,18495.307,NA,NA,13.187,0.035,NA,98.164,98.39,0.024,NA,2810.728,7.536,NA
"132","High-income countries",1881,NA,365708288,NA,866.003,2.305,0.783,NA,851.576,2.267,NA,NA,19361.309,NA,NA,14.427,0.038,NA,98.141,98.43,0.025,NA,2741.275,7.297,NA
"133","High-income countries",1882,NA,369204302,NA,914.426,2.411,0.797,NA,898.482,2.369,NA,NA,20275.736,NA,NA,15.779,0.042,NA,98.123,98.43,0.026,NA,2798.088,7.378,NA
"134","High-income countries",1883,NA,372774436,NA,971.189,2.537,0.826,NA,957.711,2.501,NA,NA,21246.924,NA,NA,13.096,0.034,NA,97.998,98.313,0.028,NA,2878.96,7.519,NA
"135","High-income countries",1884,NA,376397515,NA,981.734,2.54,0.825,NA,967.001,2.501,NA,NA,22228.658,NA,NA,13.56,0.035,NA,97.96,98.405,0.029,NA,2852.902,7.38,NA
"136","High-income countries",1885,NA,380074483,NA,987.89,2.531,0.783,NA,970.954,2.488,NA,NA,23216.547,NA,NA,13.22,0.034,NA,97.843,98.375,0.03,NA,2847.04,7.294,NA
"137","High-income countries",1886,NA,383808863,NA,1002.958,2.545,0.777,NA,979.553,2.485,NA,NA,24219.506,NA,NA,15.729,0.04,NA,97.804,98.351,0.031,NA,2843.605,7.215,NA
"138","High-income countries",1887,NA,387601695,NA,1051.611,2.642,0.789,NA,1023.765,2.572,NA,NA,25271.115,NA,NA,16.058,0.04,NA,97.665,98.298,0.032,NA,2919.591,7.336,NA
"139","High-income countries",1888,NA,391454057,NA,1166.022,2.901,0.863,NA,1132.734,2.819,NA,NA,26437.139,NA,NA,16.514,0.041,NA,97.798,98.42,0.034,NA,3035.065,7.552,NA
"140","High-income countries",1889,NA,395331179,NA,1162.15,2.864,0.83,NA,1129.854,2.784,NA,NA,27599.291,NA,NA,20.069,0.049,NA,97.512,98.149,0.035,NA,2996.605,7.384,NA
"141","High-income countries",1890,NA,400215298,NA,1265.477,3.081,0.845,NA,1229.101,2.992,NA,NA,28864.766,NA,NA,24.687,0.06,NA,97.46,98.162,0.036,NA,3198.566,7.787,NA
"142","High-income countries",1891,NA,403192159,NA,1322.688,3.196,0.913,NA,1284.917,3.105,NA,NA,30187.455,NA,NA,28.823,0.07,NA,97.337,98.153,0.038,NA,3279.777,7.926,NA
"143","High-income countries",1892,NA,407118359,NA,1330.587,3.185,0.884,NA,1295.213,3.1,NA,NA,31518.039,NA,NA,27.598,0.066,NA,97.117,97.966,0.039,NA,3304.604,7.909,NA
"144","High-income countries",1893,NA,411092870,NA,1306.438,3.097,0.873,NA,1271.792,3.015,NA,NA,32824.48,NA,NA,27.358,0.065,NA,96.511,97.543,0.04,NA,3321.968,7.875,NA
"145","High-income countries",1894,NA,415122267,NA,1351.943,3.174,0.885,NA,1317.327,3.093,NA,NA,34176.422,NA,NA,27.918,0.066,NA,96.508,97.402,0.042,NA,3377.293,7.929,NA
"146","High-income countries",1895,NA,419207365,NA,1428.124,3.321,0.891,NA,1391.063,3.234,NA,NA,35604.547,NA,NA,30.018,0.07,NA,96.152,97.298,0.043,NA,3476.337,8.083,NA
"147","High-income countries",1896,NA,423348992,NA,1473.764,3.393,0.91,NA,1432.88,3.299,NA,NA,37078.312,NA,NA,34.035,0.078,NA,96.092,97.192,0.045,NA,3538.758,8.148,NA
"148","High-income countries",1897,NA,427545451,NA,1538.421,3.508,0.914,NA,1497.002,3.413,NA,NA,38616.73,NA,NA,34.13,0.078,NA,95.774,96.989,0.046,NA,3624.886,8.265,NA
"149","High-income countries",1898,NA,431797614,NA,1617.126,3.651,0.921,NA,1575.53,3.557,NA,NA,40233.855,NA,NA,33.135,0.075,NA,95.447,96.739,0.048,NA,3724.036,8.409,NA
"150","High-income countries",1899,NA,436185482,NA,1763.571,3.942,0.959,NA,1718.302,3.841,NA,NA,41997.426,NA,NA,34.364,0.077,NA,95.287,96.541,0.049,NA,3894.187,8.705,NA
